text,setiment
We just raised 250k in 15 MINUTES. THANK YOU! help us get to 500k TONIGHT go to http://fightschiff.com to join the fight!,positive
"Enough is enough: the House Oversight Committee, which oversees the U.S. Postal Service, should come back to Washington as soon as possible to hold a public hearing with the Postmaster General.",neutral
"Gov. Gretchen Whitmer has done nothing but stand up for people of our state, especially our front-line health providers. It’s troubling for the president to suggest that his administration would be less responsive to any state because of differences with its governor.",negative
"As a former Shia militia analyst who served multiple tours in Iraq and worked at the White House under both Presidents Bush and Obama, and later at the Pentagon, I participated in countless conversations on how to respond to Qassem Soleimani’s violent campaigns across the region.",neutral
"The news of the successful hit on Ayman al-Zawahiri stopped me in my tracks. He was one of the masterminds of 9/11, the attacks on the USS Cole & our embassies in Kenya & Tanzania, and supported al Qaeda as they targeted many others across the globe. But tonight, he is gone. 1/",negative
"I swore an oath to protect and defend the Constitution. If true, these new allegations against the President are a threat to our national security, and constitute an impeachable offense.",negative
"I just received a call from Tom Barrett conceding the election. I’m so grateful to the people of mid-Michigan for their support. Tonight, voters here made clear that the politics of division are not what they want for our families or our state. 1/",positive
There are some decisions in life that have to be made based on what you know in your bones is right. And this is one of those times.,neutral
"If tonight’s news is true, Michigan’s 1931 state law banning abortion would snap back into effect, making any abortion illegal in our state — even if the mom will die, or if she was raped by a family member. No exceptions. 1/2",negative
"Mr. Junge: If you are going to talk about my mother, you should know what you're talking about. She deserves that, and so do the 310,000 people in our district who have a pre-existing condition like she did. #MI08debate",neutral
"Enough is enough: the House Oversight Committee, which oversees the U.S. Postal Service, should come back to Washington as soon as possible to hold a public hearing with the Postmaster General.",neutral
"Gov. Gretchen Whitmer has done nothing but stand up for people of our state, especially our front-line health providers. It’s troubling for the president to suggest that his administration would be less responsive to any state because of differences with its governor.",negative
"As a former Shia militia analyst who served multiple tours in Iraq and worked at the White House under both Presidents Bush and Obama, and later at the Pentagon, I participated in countless conversations on how to respond to Qassem Soleimani’s violent campaigns across the region.",neutral
"The news of the successful hit on Ayman al-Zawahiri stopped me in my tracks. He was one of the masterminds of 9/11, the attacks on the USS Cole & our embassies in Kenya & Tanzania, and supported al Qaeda as they targeted many others across the globe. But tonight, he is gone. 1/",negative
"I swore an oath to protect and defend the Constitution. If true, these new allegations against the President are a threat to our national security, and constitute an impeachable offense.",negative
"I just received a call from Tom Barrett conceding the election. I’m so grateful to the people of mid-Michigan for their support. Tonight, voters here made clear that the politics of division are not what they want for our families or our state. 1/",positive
There are some decisions in life that have to be made based on what you know in your bones is right. And this is one of those times.,neutral
"If tonight’s news is true, Michigan’s 1931 state law banning abortion would snap back into effect, making any abortion illegal in our state — even if the mom will die, or if she was raped by a family member. No exceptions. 1/2",negative
"Mr. Junge: If you are going to talk about my mother, you should know what you're talking about. She deserves that, and so do the 310,000 people in our district who have a pre-existing condition like she did. #MI08debate",neutral
I have been ashamed to hear members of my party attacking the integrity of the FBI agents involved with the recent Mar-a-Lago search.  These are sickening comments that put the lives of patriotic public servants at risk.,negative
"As we heard yesterday, WH counsel Pat Cippollone had significant concerns re. Trump’s Jan 6 activities. It’s time for Mr. Cippollone to testify on the record. Any concerns he has about the institutional interests of his prior office are outweighed by the need for his testimony.",neutral
The January 6th Select Committee has not issued a conclusion regarding potential criminal referrals. We will announce a decision on that at an appropriate time.,neutral
